,index,datetime,balance,run_id,learned_from_specification_id
95,0,2021-12-30 23:00:00,55072.247196852804,5,3
96,0,2021-12-30 23:00:00,56696.24913027601,6,3
97,0,2021-12-30 23:00:00,60858.75216948006,7,3
98,0,2021-12-30 23:00:00,54706.37150531163,8,3
99,0,2021-12-30 23:00:00,58619.05048722569,9,3
100,0,2021-12-30 23:00:00,53404.65090426672,10,3
101,0,2021-12-30 23:00:00,54209.081767895615,11,3
102,0,2021-12-30 23:00:00,61026.723532626616,12,3
103,0,2021-12-30 23:00:00,63076.47080491337,13,3
104,0,2021-12-30 23:00:00,56833.23285888484,14,3
105,0,2021-12-30 23:00:00,60167.7065050256,15,3
106,0,2021-12-30 23:00:00,52373.60517650622,16,3
107,0,2021-12-30 23:00:00,53495.9567925135,17,3
108,0,2021-12-30 23:00:00,57166.304498704514,18,3
109,0,2021-12-30 23:00:00,54916.33528601053,19,3
110,0,2021-12-30 23:00:00,59717.56483706148,20,3
111,0,2021-12-30 23:00:00,60559.59954441554,21,3
112,0,2021-12-30 23:00:00,58838.9710159731,22,3
113,0,2021-12-30 23:00:00,58000.53559898371,23,3
114,0,2021-12-30 23:00:00,60104.795606922744,24,3
115,0,2021-12-30 23:00:00,53670.891227399705,25,3
116,0,2021-12-30 23:00:00,51804.55642261332,26,3
117,0,2021-12-30 23:00:00,62798.74261762824,27,3
118,0,2021-12-30 23:00:00,59278.53904987529,28,3
119,0,2021-12-30 23:00:00,62838.939602026614,29,3
120,0,2021-12-30 23:00:00,89084.70815078916,0,4
121,0,2021-12-30 23:00:00,82806.3083007252,1,4
122,0,2021-12-30 23:00:00,86264.4304951769,2,4
123,0,2021-12-30 23:00:00,90337.21494870335,3,4
124,0,2021-12-30 23:00:00,81289.84898925839,4,4
125,0,2021-12-30 23:00:00,84587.30340864485,5,4
126,0,2021-12-30 23:00:00,81487.71684745331,6,4
127,0,2021-12-30 23:00:00,81925.20377916768,7,4
128,0,2021-12-30 23:00:00,85645.78629057437,8,4
129,0,2021-12-30 23:00:00,89860.69305788883,9,4
